algorithm,instance,dimension,iterations,seed,init,chains,threads,parallel,best_length,final_length,elapsed_ms,accepted_moves,improved_moves,t0,tf,alpha,gamma,epsilon,policy,tuning_stage,fallback
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1232,1232,327.829,6859597,3304643,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1224,1224,325.195,6856521,3304861,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1278,1282,646.072,6817338,3282766,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1248,1248,635.814,6815671,3286771,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1263,1263,640.270,6807848,3284816,1000,0.001,0.05,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1222,1222,414.333,6869826,3303180,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1219,1219,325.747,6864679,3299467,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1222,1227,322.467,6866146,3300529,1000,0.001,0.05,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1278,1282,670.077,6817338,3282766,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1248,1248,680.798,6815671,3286771,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1263,1263,644.126,6807848,3284816,1000,0.001,0.05,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1229,1229,422.358,6868436,3291701,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1226,1226,394.506,6877046,3294378,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1221,1221,400.576,6868309,3291307,1000,0.001,0.05,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1278,1282,629.617,6817338,3282766,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1248,1248,649.435,6815671,3286771,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1263,1263,630.526,6807848,3284816,1000,0.001,0.05,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1230,1230,421.249,6863318,3307397,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1235,1236,390.002,6856792,3306779,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1226,1226,357.904,6858644,3306061,1000,0.001,0.05,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1261,1262,692.172,6844751,3307398,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1250,1250,653.251,6847991,3309224,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1251,1251,634.918,6846659,3308183,1000,0.001,0.05,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1221,1221,465.813,6867915,3301835,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1232,1232,387.363,6865437,3302601,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1232,1232,360.637,6882974,3302159,1000,0.001,0.05,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1261,1262,702.202,6844751,3307398,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1250,1250,662.692,6847991,3309224,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1251,1251,721.239,6846659,3308183,1000,0.001,0.05,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1217,1217,431.356,6880665,3295676,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1233,1234,356.331,6873939,3292809,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1232,1232,333.003,6873506,3294204,1000,0.001,0.05,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1261,1262,644.401,6844751,3307398,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1250,1250,625.808,6847991,3309224,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1251,1251,625.186,6846659,3308183,1000,0.001,0.05,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1215,1215,378.596,6867007,3306212,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1231,1231,353.048,6855353,3305825,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1225,1226,330.738,6869794,3307392,1000,0.001,0.05,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1241,1241,656.916,6848377,3309956,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1247,1248,656.542,6846807,3308869,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1241,1241,689.905,6843447,3306186,1000,0.001,0.05,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1236,1236,471.560,6862501,3300997,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1217,1217,404.957,6867085,3299641,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1222,1222,358.889,6868769,3301364,1000,0.001,0.05,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1241,1241,649.391,6848377,3309956,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1247,1248,623.231,6846807,3308869,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1241,1241,619.552,6843447,3306186,1000,0.001,0.05,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1223,1223,467.487,6871234,3292979,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1213,1213,450.170,6871715,3291225,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1223,1224,383.733,6879078,3292028,1000,0.001,0.05,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1241,1241,681.366,6848377,3309956,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1247,1248,644.024,6846807,3308869,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1241,1241,670.856,6843447,3306186,1000,0.001,0.05,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1238,1238,391.873,6861150,3303097,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1225,1225,323.933,6852239,3302309,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1228,1228,338.875,6857045,3299710,1000,0.001,0.1,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1252,1252,670.464,6938399,3266554,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1244,1244,686.393,6973041,3256256,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1254,1254,650.604,6975833,3246184,1000,0.001,0.1,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1229,1229,471.982,6863118,3298594,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1219,1222,371.225,6869670,3298974,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1229,1229,325.173,6867085,3298837,1000,0.001,0.1,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1252,1252,660.499,6938399,3266554,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1244,1244,680.170,6973041,3256256,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1254,1254,641.406,6975833,3246184,1000,0.001,0.1,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1235,1238,427.040,6877425,3290026,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1218,1218,339.467,6880053,3289841,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1227,1227,332.005,6875759,3290779,1000,0.001,0.1,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1252,1252,625.397,6938399,3266554,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1244,1244,672.287,6973041,3256256,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1254,1254,617.091,6975833,3246184,1000,0.001,0.1,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1222,1222,369.195,6861711,3304225,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1237,1237,408.213,6863378,3304665,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1218,1218,370.226,6867174,3303703,1000,0.001,0.1,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1249,1249,681.538,6809538,3283026,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1310,1310,659.659,6807302,3285341,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1267,1267,654.498,6808915,3280182,1000,0.001,0.1,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1227,1227,421.010,6871739,3297337,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1225,1228,360.449,6864443,3296224,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1227,1227,327.305,6864210,3297915,1000,0.001,0.1,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1249,1249,695.785,6809538,3283026,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1310,1310,643.407,6807302,3285341,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1267,1267,623.827,6808915,3280182,1000,0.001,0.1,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1217,1217,437.335,6879442,3290105,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1230,1230,339.804,6880188,3290206,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1227,1230,328.468,6880355,3292453,1000,0.001,0.1,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1249,1249,651.198,6809538,3283026,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1310,1310,692.515,6807302,3285341,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1267,1267,657.172,6808915,3280182,1000,0.001,0.1,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1236,1236,436.788,6866346,3303469,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1233,1233,410.496,6867627,3304993,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1224,1224,350.100,6860499,3302048,1000,0.001,0.1,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1229,1229,626.126,6841858,3304329,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1238,1238,646.314,6842487,3309185,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1281,1281,647.616,6847889,3304558,1000,0.001,0.1,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1230,1230,385.556,6866071,3298866,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1235,1235,367.262,6881565,3297806,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1221,1221,325.783,6866275,3295354,1000,0.001,0.1,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1229,1229,662.186,6841858,3304329,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1238,1238,683.730,6842487,3309185,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1281,1281,640.418,6847889,3304558,1000,0.001,0.1,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1226,1226,442.769,6876402,3291454,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1224,1224,347.226,6882196,3292145,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1229,1229,326.785,6877231,3288607,1000,0.001,0.1,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1229,1229,690.391,6841858,3304329,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1238,1238,628.244,6842487,3309185,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1281,1281,644.913,6847889,3304558,1000,0.001,0.1,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1229,1229,394.019,6871274,3300199,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1229,1231,345.241,6865920,3300571,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1220,1220,328.767,6865421,3296618,1000,0.001,0.2,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1261,1261,625.431,6907932,3238682,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1249,1249,658.795,6987312,3242391,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1243,1243,645.001,7060297,3253185,1000,0.001,0.2,0.8,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1228,1230,415.117,6865428,3292318,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1224,1224,422.731,6875077,3293979,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1227,1227,415.694,6880468,3295866,1000,0.001,0.2,0.8,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1261,1261,651.732,6907932,3238682,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1249,1249,637.789,6987312,3242391,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1243,1243,643.094,7060297,3253185,1000,0.001,0.2,0.8,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1231,1231,432.805,6886496,3285898,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1228,1228,421.078,6892977,3289217,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1224,1224,340.107,6885663,3285291,1000,0.001,0.2,0.8,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1261,1261,690.327,6907932,3238682,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1249,1249,671.865,6987312,3242391,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1243,1243,675.157,7060297,3253185,1000,0.001,0.2,0.8,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1230,1230,420.823,6864900,3299925,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1226,1226,389.565,6863431,3300756,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1218,1218,362.778,6871213,3301726,1000,0.001,0.2,0.9,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1238,1238,650.742,6990575,3248212,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1235,1235,647.329,6960239,3250343,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1250,1250,609.892,6986883,3269420,1000,0.001,0.2,0.9,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1223,1224,419.262,6870893,3295073,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1220,1220,471.904,6876389,3295490,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1231,1231,373.875,6878023,3294975,1000,0.001,0.2,0.9,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1238,1238,627.560,6990575,3248212,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1235,1235,621.548,6960239,3250343,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1250,1250,598.500,6986883,3269420,1000,0.001,0.2,0.9,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1228,1228,462.724,6882578,3286682,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1224,1224,345.872,6891685,3289416,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1235,1254,330.735,6886534,3285542,1000,0.001,0.2,0.9,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1238,1238,696.236,6990575,3248212,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1235,1235,602.718,6960239,3250343,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1250,1250,651.571,6986883,3269420,1000,0.001,0.2,0.9,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1223,1223,434.022,6866958,3300294,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1220,1220,318.683,6863707,3301143,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1220,1220,316.710,6874793,3300767,1000,0.001,0.2,0.95,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1277,1277,656.540,6805732,3287833,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1263,1263,637.950,6823305,3290281,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1290,1290,634.948,6818831,3287771,1000,0.001,0.2,0.95,0.05,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1223,1223,461.430,6878630,3293139,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1236,1236,360.774,6870629,3296762,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1212,1212,363.400,6877769,3294976,1000,0.001,0.2,0.95,0.1,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1277,1277,664.025,6805732,3287833,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1263,1263,607.805,6823305,3290281,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1290,1290,598.217,6818831,3287771,1000,0.001,0.2,0.95,0.1,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1224,1224,446.913,6883251,3286889,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1219,1219,391.930,6892131,3288139,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1214,1214,326.972,6885975,3285056,1000,0.001,0.2,0.95,0.2,epsilon-greedy,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,1,nn,32,8,omp,1277,1277,642.021,6805732,3287833,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,2,nn,32,8,omp,1263,1263,598.299,6823305,3290281,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,rat99,99,1000000,3,nn,32,8,omp,1290,1290,635.488,6818831,3287771,1000,0.001,0.2,0.95,0.2,softmax,qlsa-stage1,0
qlsa-omp,eil101,101,1000000,1,nn,32,8,omp,633,633,447.839,9028458,4274881,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil101,101,1000000,2,nn,32,8,omp,640,640,388.043,9026763,4273573,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
qlsa-omp,eil101,101,1000000,3,nn,32,8,omp,637,637,329.098,9026279,4271846,1000,0.001,0.05,0.8,0.05,epsilon-greedy,qlsa-stage1,0
