instance,algorithm,parallel,chains,threads,iterations,t0,tf,alpha,gamma,epsilon,policy,tuning_stage,runs,bks,best_length_min,best_length_mean,gap_percent,elapsed_ms_mean,elapsed_ms_std,score,speedup_vs_previous_baseline,accepted_moves_mean,improved_moves_mean
rat99,sa-omp,omp,32,8,2000000,3000,1e-05,,,,,sa-grid,3,1211,1215,1217.666667,0.330306,372.624000,2.003598,0.702930,0.608953,13021980.333333,6365724.000000
rat99,sa-omp,omp,32,8,1000000,100,1e-05,,,,,sa-grid,3,1211,1217,1222.000000,0.495458,170.988000,0.877745,0.666446,1.327054,1690012.000000,818638.333333
rat99,sa-omp,omp,32,8,2000000,1000,1e-05,,,,,sa-grid,3,1211,1217,1223.000000,0.495458,361.992333,3.439459,0.857451,0.626837,10049339.000000,4908661.000000
rat99,sa-omp,omp,32,8,2000000,3000,0.0001,,,,,sa-grid,3,1211,1217,1217.333333,0.495458,367.127333,8.532487,0.862586,0.618070,14757814.333333,7216774.000000
rat99,sa-omp,omp,32,8,1000000,100,0.0001,,,,,sa-grid,3,1211,1218,1220.333333,0.578035,176.099333,4.137512,0.754134,1.288536,1967238.333333,953995.333333
rat99,sa-omp,omp,32,8,1000000,3000,0.0001,,,,,sa-grid,3,1211,1219,1226.333333,0.660611,188.884333,0.408294,0.849495,1.201319,7385241.666667,3612398.666667
rat99,sa-omp,omp,32,8,2000000,300,0.001,,,,,sa-grid,3,1211,1219,1222.333333,0.660611,350.743000,6.129928,1.011354,0.646942,8890101.333333,4338245.000000
rat99,sa-omp,omp,32,8,1000000,300,1e-05,,,,,sa-grid,3,1211,1222,1225.333333,0.908340,178.398667,6.400354,1.086739,1.271928,3266304.333333,1591637.666667
rat99,sa-omp,omp,32,8,1000000,1000,1e-05,,,,,sa-grid,3,1211,1222,1223.000000,0.908340,185.824000,7.916068,1.094164,1.221103,5027711.000000,2456192.000000
rat99,sa-omp,omp,32,8,1000000,1000,0.0001,,,,,sa-grid,3,1211,1224,1228.000000,1.073493,177.573000,0.781724,1.251066,1.277843,5742599.000000,2807358.666667
